"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","1990","","","","2391150"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","1995","","","","3718846"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2000","","","","4689533.166565"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","11330715.392"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","7302723.959324"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","9988931.249721"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","","","","13157223.529"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1101751.559957"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1694259.449595"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","584300.844878"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1844363.398"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","1995","","","","485518"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","1990","","","","296066"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","2237153.551"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","108580.056911"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","275126.657844"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","531508.265"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","462815.578349"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","636731.193"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1990","","","","108129"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","","","","494075.859"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2010","","","","354819.469313"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","","","","452493.278"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2000","","","","197723.360327"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1995","","","","158353"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2005","","","","278464.503832"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1990","","","","105789"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1995","","","","154862"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2000","","","","141563.425716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2005","","","","316469.572696"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2010","","","","422104.616709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","","","","470735.12"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2015","","","","379410.683"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","2633056.293637"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","1213226"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","1940502"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","6763742.891"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3855720.121393"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","5787025.836"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","5096976.738654"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2018","","","","1547075.242"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2000","","","","576724.524"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","1995","","","","475668"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","1990","","","","318959"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","921566.146018"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1329719.64"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1094212.126513"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","604731"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","964943.771405"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","298551"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1616872.684456"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1274911.500071"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1730668.694"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","2056284.024"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","371277.340474"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","467810.146958"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","546951.757225"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","498307.313"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","604746.654"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2015","","","","526042.039"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2010","","","","484472.789456"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2000","","","","306703.220079"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2005","","","","344570.601482"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","","","","702694.822"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","748842.548"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","706319.342"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","585448.137775"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","286963.210851"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","462530.751631"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","2253009.929"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2023879.616"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","832706.332587"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1316261.436101"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1686685.643312"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","","","","312644.343"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2015","","","","288632.719"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1995","","","","152319"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1990","","","","104354"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2000","","","","156257.46716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2005","","","","203112.313208"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2010","","","","252836.046118"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","51.543873"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","90.639704"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","76.245969"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.046919"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2015","","","","90.184242"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","22.989709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2010","","","","70.016063"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2000","E","Estimate","","210"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","960.164034"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","524.712894"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1223.997773"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","","","","1998.715054"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","41.836752"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","1.741957"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3.148917"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","22.70696"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","7.462976"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","0.339642"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","3.45597"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3.518369"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1.62107"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.683864"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2000","","","","96.883559"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2005","","","","197.550586"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","","","","564.850601"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","","","","358.341748"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2010","","","","280.67784"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2010","","","","158.074566"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2005","","","","39.298563"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","","","","296.264423"
