"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2018","","","","1851.384198"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1513.361996"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","52381.966336"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","32721.143808"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","83869.219835"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","60293.719781"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","8207.0384"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","67241.874716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","59201.236751"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","16863.027345"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","23702.964463"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","20688.55808"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","13410.977538"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","7180.506112"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","676.400064"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","23017.832268"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","1990","","","","4321.185792"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2005","","","","23859.77826"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2000","","","","18728.904704"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","1995","","","","13240.029184"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","","","","58342.116004"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2015","","","","35431.104047"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2010","","","","30473.723055"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","3209.452544"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","12964.503552"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","12300.608512"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","13416.109253"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","13065.187198"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","10359.155166"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","8664.076486"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","2217.416247"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","1068.035188"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","4935.069668"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","828.090744"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","2252.50288"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","3415.93223"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3496.457535"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1666.77648"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","","","","1930.573647"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1990","","","","343.138016"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2000","","","","1269.579648"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1995","","","","1128.627456"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1671.486084"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1355.554767"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","12.938904"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2000","","","","35.167274"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","1995","","","","12.58642"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0.040538"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.640972"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.745425"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","1995","","","","0.002947"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.048579"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.082831"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.045426"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0.006274"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","0.003982"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.000638"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2000","","","","35.163292"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.61973"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","","","","2.5E-05"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1995","","","","12.583473"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.073123"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","5.202376"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.673129"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.54463"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.572508"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.280045"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.272608"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.078258"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.272608"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.001744"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.200043"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","2.596536"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","0.272021"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.388834"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.075519"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","","","","7E-06"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","274.103831"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","E","Estimate","","304.57968"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","102.95425"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","45.92589"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2000","","","","22.644709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","1990","","","","5.151"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","E","Estimate","","169.134487"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","41.870487"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","169.750957"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3.635216"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","2.48156"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","1990","","","","0.129"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0.313946"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","E","Estimate","","0.720475"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","11.226766"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.183662"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2000","","","","0.573718"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0.00395"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1990","","","","0.009"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2000","","","","0.008992"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","E","Estimate","","0.12236"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","0.374593"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0.207621"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1990","","","","0.017"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","4.521177"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2015","E","Estimate","","5.246995"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2010","","","","5.281236"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2000","","","","0.245547"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3.266425"
